ID,Imported table,Title (from Imported table),DOI (from Imported table),Mosquito species,Mosquito subsp,Mosquito origin (country),Virus,Virus strain,DENV serotype,Notes,Attachments,Status
460,"""Kading, RC; Crabtree, MB; Bird, BH; Nichol, ST; Erickson, BR; Horiuchi, K; Biggerstaff, BJ; Miller, BR""",Deletion of the NSm Virulence Gene of Rift Valley Fever Virus Inhibits Virus Replication in and Dissemination from the Midgut of Aedes aegypti Mosquitoes,10.1371/journal.pntd.0002670,Aedes aegypti,,United States,Rift Valley fever virus,rRVF-ÄNSm,,,,
462,"""Ciota, AT; Chin, PA; Kramer, LD""",The effect of hybridization of Culex pipiens complex mosquitoes on transmission of West Nile virus,10.1186/1756-3305-6-305,Culex quinquefasciatus,,United States,West Nile virus,WNV02-1956,,,,
463,"""Ciota, AT; Chin, PA; Kramer, LD""",The effect of hybridization of Culex pipiens complex mosquitoes on transmission of West Nile virus,10.1186/1756-3305-6-305,Culex pipiens,molestus,United States,West Nile virus,WNV02-1956,,,,
466,"""Turell, MJ; Britch, SC; Aldridge, RL; Kline, DL; Boohene, C; Linthicum, KJ""",Potential for Mosquitoes (Diptera: Culicidae) From Florida to Transmit Rift Valley Fever Virus,10.1603/ME13049,Aedes infirmatus,,United States,Rift Valley fever virus,ZH501,,,,
465,"""Turell, MJ; Britch, SC; Aldridge, RL; Kline, DL; Boohene, C; Linthicum, KJ""",Potential for Mosquitoes (Diptera: Culicidae) From Florida to Transmit Rift Valley Fever Virus,10.1603/ME13049,Aedes atlanticus,,United States,Rift Valley fever virus,ZH501,,,,
464,"""Turell, MJ; Britch, SC; Aldridge, RL; Kline, DL; Boohene, C; Linthicum, KJ""",Potential for Mosquitoes (Diptera: Culicidae) From Florida to Transmit Rift Valley Fever Virus,10.1603/ME13049,Aedes atlanticus,,United States,Rift Valley fever virus,ZH501,,,,
467,"""Ciota, AT; Chin, PA; Kramer, LD""",The effect of hybridization of Culex pipiens complex mosquitoes on transmission of West Nile virus,10.1186/1756-3305-6-305,Culex pipiens,pipiens,United States,West Nile virus,WNV02-1956,,,,
471,"""Turell, MJ; Britch, SC; Aldridge, RL; Kline, DL; Boohene, C; Linthicum, KJ""",Potential for Mosquitoes (Diptera: Culicidae) From Florida to Transmit Rift Valley Fever Virus,10.1603/ME13049,Aedes infirmatus,,United States,Rift Valley fever virus,ZH501,,,,
472,"""Turell, MJ; Britch, SC; Aldridge, RL; Kline, DL; Boohene, C; Linthicum, KJ""",Potential for Mosquitoes (Diptera: Culicidae) From Florida to Transmit Rift Valley Fever Virus,10.1603/ME13049,Aedes vexans,,United States,Rift Valley fever virus,ZH501,,,,
473,"""Turell, MJ; Britch, SC; Aldridge, RL; Kline, DL; Boohene, C; Linthicum, KJ""",Potential for Mosquitoes (Diptera: Culicidae) From Florida to Transmit Rift Valley Fever Virus,10.1603/ME13049,Anopheles crucians,,United States,Rift Valley fever virus,ZH501,,,,
474,"""Turell, MJ; Britch, SC; Aldridge, RL; Kline, DL; Boohene, C; Linthicum, KJ""",Potential for Mosquitoes (Diptera: Culicidae) From Florida to Transmit Rift Valley Fever Virus,10.1603/ME13049,Coquillettidia perturbans,,United States,Rift Valley fever virus,ZH501,,,,
475,"""Turell, MJ; Britch, SC; Aldridge, RL; Kline, DL; Boohene, C; Linthicum, KJ""",Potential for Mosquitoes (Diptera: Culicidae) From Florida to Transmit Rift Valley Fever Virus,10.1603/ME13049,Culex nigripalpus,,United States,Rift Valley fever virus,ZH501,,,,
476,"""Turell, MJ; Britch, SC; Aldridge, RL; Kline, DL; Boohene, C; Linthicum, KJ""",Potential for Mosquitoes (Diptera: Culicidae) From Florida to Transmit Rift Valley Fever Virus,10.1603/ME13049,Mansonia dyari,,United States,Rift Valley fever virus,ZH501,,,,
477,"""Turell, MJ; Britch, SC; Aldridge, RL; Kline, DL; Boohene, C; Linthicum, KJ""",Potential for Mosquitoes (Diptera: Culicidae) From Florida to Transmit Rift Valley Fever Virus,10.1603/ME13049,Mansonia dyari,,United States,Rift Valley fever virus,ZH501,,,,
478,"""Turell, MJ; Britch, SC; Aldridge, RL; Kline, DL; Boohene, C; Linthicum, KJ""",Potential for Mosquitoes (Diptera: Culicidae) From Florida to Transmit Rift Valley Fever Virus,10.1603/ME13049,Mansonia dyari,,United States,Rift Valley fever virus,ZH501,,,,
479,"""Turell, MJ; Britch, SC; Aldridge, RL; Kline, DL; Boohene, C; Linthicum, KJ""",Potential for Mosquitoes (Diptera: Culicidae) From Florida to Transmit Rift Valley Fever Virus,10.1603/ME13049,Psorophora ferox,,United States,Rift Valley fever virus,ZH501,,,,
486,"""Turell, MJ; Byrd, BD; Harrison, BA""",POTENTIAL FOR POPULATIONS OF AEDES J. JAPONICUS TO TRANSMIT RIFT VALLEY FEVER VIRUS IN THE USA,10.2987/12-6316r.1,Aedes japonicus,,United States,Rift Valley fever virus,,,,,
487,"""Adelman, ZN; Anderson, MAE; Wiley, MR; Murreddu, MG; Samuel, GH; Morazzani, EM; Myles, KM""",Cooler Temperatures Destabilize RNA Interference and Increase Susceptibility of Disease Vector Mosquitoes to Viral Infection,10.1371/journal.pntd.0002239,Aedes aegypti,,United States,Chikungunya virus,strain 37797,,,,
488,"""Adelman, ZN; Anderson, MAE; Wiley, MR; Murreddu, MG; Samuel, GH; Morazzani, EM; Myles, KM""",Cooler Temperatures Destabilize RNA Interference and Increase Susceptibility of Disease Vector Mosquitoes to Viral Infection,10.1371/journal.pntd.0002239,Aedes aegypti,,United States,Yellow fever virus,Asibi strain,,,,
489,"""Adelman, ZN; Anderson, MAE; Wiley, MR; Murreddu, MG; Samuel, GH; Morazzani, EM; Myles, KM""",Cooler Temperatures Destabilize RNA Interference and Increase Susceptibility of Disease Vector Mosquitoes to Viral Infection,10.1371/journal.pntd.0002239,Aedes aegypti,,United States,Sindbis virus,Ae. aegypti dcr-2,,,,
490,"""Adelman, ZN; Anderson, MAE; Wiley, MR; Murreddu, MG; Samuel, GH; Morazzani, EM; Myles, KM""",Cooler Temperatures Destabilize RNA Interference and Increase Susceptibility of Disease Vector Mosquitoes to Viral Infection,10.1371/journal.pntd.0002239,Aedes aegypti,,United States,Sindbis virus,Ae. aegypti ago-2,,,,
496,"""Nelms, BM; Fechter-Leggett, E; Carroll, BD; Macedo, P; Kluh, S; Reisen, WK""",Experimental and Natural Vertical Transmission of West Nile Virus by California Culex (Diptera: Culicidae) Mosquitoes,10.1603/ME12264,Culex tarsalis,,United States,West Nile virus,CA04,,,,
495,"""Nelms, BM; Fechter-Leggett, E; Carroll, BD; Macedo, P; Kluh, S; Reisen, WK""",Experimental and Natural Vertical Transmission of West Nile Virus by California Culex (Diptera: Culicidae) Mosquitoes,10.1603/ME12264,Culex quinquefasciatus,,United States,West Nile virus,CA04,,,,
494,"""Nelms, BM; Fechter-Leggett, E; Carroll, BD; Macedo, P; Kluh, S; Reisen, WK""",Experimental and Natural Vertical Transmission of West Nile Virus by California Culex (Diptera: Culicidae) Mosquitoes,10.1603/ME12264,Culex pipiens,pipiens,United States,West Nile virus,CA04,,,,
499,"""Vaughan, JA; Mehus, JO; Brewer, CM; Kvasager, DK; Bauer, S; Vaughan, JL; Hassan, HK; Unnasch, TR; Bell, JA""",Theoretical Potential of Passerine Filariasis to Enhance the Enzootic Transmission of West Nile Virus,10.1603/ME12103,Culex pipiens,pipiens,United States,West Nile virus,Crow 397–99 strain,,,,
501,"""Dodson, BL; Kramer, LD; Rasgon, JL""",Effects of larval rearing temperature on immature development and West Nile virus vector competence of Culex tarsalis,10.1186/1756-3305-5-199,Culex tarsalis,,United States,West Nile virus,WN02-1956,,,,
518,"""Aliota, MT; Jones, SA; Dupuis, AP; Ciota, AT; Hubalek, Z; Kramer, LD""","Characterization of Rabensburg Virus, a Flavivirus Closely Related to West Nile Virus of the Japanese Encephalitis Antigenic Group",10.1371/journal.pone.0039387,Culex pipiens,pipiens and molestus,United States,Rabensburg virus,isolate 97-103,,,,
521,"""Aliota, MT; Jones, SA; Dupuis, AP; Ciota, AT; Hubalek, Z; Kramer, LD""","Characterization of Rabensburg Virus, a Flavivirus Closely Related to West Nile Virus of the Japanese Encephalitis Antigenic Group",10.1371/journal.pone.0039387,Culex pipiens,pipiens and molestus,United States,West Nile virus,WN02-1956,,,,
520,"""Aliota, MT; Jones, SA; Dupuis, AP; Ciota, AT; Hubalek, Z; Kramer, LD""","Characterization of Rabensburg Virus, a Flavivirus Closely Related to West Nile Virus of the Japanese Encephalitis Antigenic Group",10.1371/journal.pone.0039387,Culex pipiens,molestus,United States,Rabensburg virus,isolate 97-103,,,,
524,"""Bolling, BG; Olea-Popelka, FJ; Eisen, L; Moore, CG; Blair, CD""",Transmission dynamics of an insect-specific flavivirus in a naturally infected Culex pipiens laboratory colony and effects of co-infection on vector competence for West Nile virus,10.1016/j.virol.2012.02.016,Culex pipiens,,United States,West Nile virus,,,,,
523,"""Aliota, MT; Jones, SA; Dupuis, AP; Ciota, AT; Hubalek, Z; Kramer, LD""","Characterization of Rabensburg Virus, a Flavivirus Closely Related to West Nile Virus of the Japanese Encephalitis Antigenic Group",10.1371/journal.pone.0039387,Culex pipiens,molestus,United States,West Nile virus,WN02-1956,,,,
528,"""Iranpour, M; Turell, MJ; Lindsay, LR""",POTENTIAL FOR CANADIAN MOSQUITOES TO TRANSMIT RIFT VALLEY FEVER VIRUS,10.2987/11-6169.1,Culex pipiens,,United States,Rift Valley fever virus, ZH501,,,,
545,"""Dodson, BL; Kramer, LD; Rasgon, JL""",Larval Nutritional Stress Does Not Affect Vector Competence for West Nile Virus (WNV) in Culex tarsalis,10.1089/vbz.2011.0662,Culex tarsalis,,United States,West Nile virus,Lineage 2 (WN02-1956),,,,
552,"""Christofferson, RC; Mores, CN""",Estimating the Magnitude and Direction of Altered Arbovirus Transmission Due to Viral Phenotype,10.1371/journal.pone.0016298,Aedes aegypti,,United States,Dengue virus,DENV-2 (16803),DENV-2,,,
553,"""Christofferson, RC; Mores, CN""",Estimating the Magnitude and Direction of Altered Arbovirus Transmission Due to Viral Phenotype,10.1371/journal.pone.0016298,Aedes aegypti,,United States,Dengue virus,DENV-2 (1232),DENV-2,,,
554,"""Christofferson, RC; Mores, CN""",Estimating the Magnitude and Direction of Altered Arbovirus Transmission Due to Viral Phenotype,10.1371/journal.pone.0016298,Aedes aegypti,,United States,Dengue virus,DENV-2 (16681),DENV-2,,,
555,"""Christofferson, RC; Mores, CN""",Estimating the Magnitude and Direction of Altered Arbovirus Transmission Due to Viral Phenotype,10.1371/journal.pone.0016298,Aedes aegypti,,United States,Dengue virus,DENV-4 (LN 634441),DENV-4,,,
561,"""Turell, MJ; Wilson, WC; Bennett, KE""",Potential for North American Mosquitoes (Diptera: Culicidae) to Transmit Rift Valley Fever Virus,10.1603/ME10007,Aedes dorsalis,,United States,Rift Valley fever virus,ZH501 ,,,,
560,"""Turell, MJ; Wilson, WC; Bennett, KE""",Potential for North American Mosquitoes (Diptera: Culicidae) to Transmit Rift Valley Fever Virus,10.1603/ME10007,Aedes vexans,,United States,Rift Valley fever virus,ZH501 ,,,,
562,"""Turell, MJ; Wilson, WC; Bennett, KE""",Potential for North American Mosquitoes (Diptera: Culicidae) to Transmit Rift Valley Fever Virus,10.1603/ME10007,Anopheles quadrimaculatus,,United States,Rift Valley fever virus,ZH501 ,,,,
563,"""Turell, MJ; Wilson, WC; Bennett, KE""",Potential for North American Mosquitoes (Diptera: Culicidae) to Transmit Rift Valley Fever Virus,10.1603/ME10007,Culicoides sonorensis,,United States,Rift Valley fever virus,ZH501 ,,,,
564,"""Turell, MJ; Wilson, WC; Bennett, KE""",Potential for North American Mosquitoes (Diptera: Culicidae) to Transmit Rift Valley Fever Virus,10.1603/ME10007,Culicoides sonorensis,,United States,Rift Valley fever virus,ZH501 ,,,,
565,"""Turell, MJ; Wilson, WC; Bennett, KE""",Potential for North American Mosquitoes (Diptera: Culicidae) to Transmit Rift Valley Fever Virus,10.1603/ME10007,Culex erraticus,,United States,Rift Valley fever virus,ZH501 ,,,,
567,"""Turell, MJ; Wilson, WC; Bennett, KE""",Potential for North American Mosquitoes (Diptera: Culicidae) to Transmit Rift Valley Fever Virus,10.1603/ME10007,Culex erythrothorax,,United States,Rift Valley fever virus,ZH501 ,,,,
566,"""Turell, MJ; Wilson, WC; Bennett, KE""",Potential for North American Mosquitoes (Diptera: Culicidae) to Transmit Rift Valley Fever Virus,10.1603/ME10007,Culex erraticus,,United States,Rift Valley fever virus,ZH501 ,,,,
568,"""Turell, MJ; Wilson, WC; Bennett, KE""",Potential for North American Mosquitoes (Diptera: Culicidae) to Transmit Rift Valley Fever Virus,10.1603/ME10007,Culex nigripalpus,,United States,Rift Valley fever virus,ZH501 ,,,,
569,"""Turell, MJ; Wilson, WC; Bennett, KE""",Potential for North American Mosquitoes (Diptera: Culicidae) to Transmit Rift Valley Fever Virus,10.1603/ME10007,Culex quinquefasciatus,,United States,Rift Valley fever virus,ZH501 ,,,,
570,"""Turell, MJ; Wilson, WC; Bennett, KE""",Potential for North American Mosquitoes (Diptera: Culicidae) to Transmit Rift Valley Fever Virus,10.1603/ME10007,Culex pipiens,,United States,Rift Valley fever virus,ZH501 ,,,,
572,"""Richards, SL; Lord, CC; Pesko, KN; Tabachnick, WJ""",Environmental and Biological Factors Influencing Culex pipiens quinquefasciatus (Diptera: Culicidae) Vector Competence for West Nile Virus,10.4269/ajtmh.2010.09-0776,Culex quinquefasciatus,,United States,West Nile virus,WN-FL03p2-3,,,,
571,"""Turell, MJ; Wilson, WC; Bennett, KE""",Potential for North American Mosquitoes (Diptera: Culicidae) to Transmit Rift Valley Fever Virus,10.1603/ME10007,Culex tarsalis,,United States,Rift Valley fever virus,ZH501 ,,,,
590,"""Bian, GW; Xu, Y; Lu, P; Xie, Y; Xi, ZY""",The Endosymbiotic Bacterium Wolbachia Induces Resistance to Dengue Virus in Aedes aegypti,10.1371/journal.ppat.1000833,Aedes aegypti,,United States,Dengue virus,DENV-2 (New Guinea C strain),DENV-2,,,
591,"""Bian, GW; Xu, Y; Lu, P; Xie, Y; Xi, ZY""",The Endosymbiotic Bacterium Wolbachia Induces Resistance to Dengue Virus in Aedes aegypti,10.1371/journal.ppat.1000833,Aedes albopictus,,United States,Dengue virus,DENV-2 (New Guinea C strain),DENV-2,,,
605,"""Richards, SL; Lord, CC; Pesko, K; Tabachnick, WJ""",Environmental and Biological Factors Influencing Culex pipiens quinquefasciatus Say (Diptera: Culicidae) Vector Competence for Saint Louis Encephalitis Virus,10.4269/ajtmh.2009.81.264,Culex quinquefasciatus,,United States,Saint Louis encephalitis virus,TBH28 strain,,,,
607,"""LaPointe, DA; Hotmeister, EK; Atkinson, CT; Porter, RE; Dusek, RJ""","EXPERIMENTAL INFECTION OF HAWAI'I 'AMAKIHI (HEMIGNATHUS VIRENS) WITH WEST NILE VIRUS AND COMPETENCE OF A CO-OCCURRING VECTOR, CULEX QUINQUEFASCIATUS: POTENTIAL IMPACTS ON ENDEMIC HAWAIIAN AVIFAUNA",10.7589/0090-3558-45.2.257,Culex quinquefasciatus,,United States,West Nile virus,16399-3,,,,
608,"""Pesko, K; Westbrook, CJ; Mores, CN; Lounibos, LP; Reiskind, MH""",Effects of Infectious Virus Dose and Bloodmeal Delivery Method on Susceptibility of Aedes aegypti and Aedes albopictus to Chikungunya Virus,10.1603/033.046.0228,Aedes aegypti,,United States,Chikungunya virus,strain LR2006-OPY1,,,,
610,"""Ortiz, DI; Kang, WL; Weaver, SC""","Susceptibility of Ae. aegypti (Diptera: Culicidae) to Infection with Epidemic (Subtype IC) and Enzootic (Subtypes ID, IIIC, IIID) Venezuelan Equine Encephalitis Complex Alphaviruses",10.1603/0022-2585(2008)45[1117:SOAADC]2.0.CO;2,Aedes aegypti,,United States,Venezuelan equine encephalitis virus,ZPC738,,,,
609,"""Pesko, K; Westbrook, CJ; Mores, CN; Lounibos, LP; Reiskind, MH""",Effects of Infectious Virus Dose and Bloodmeal Delivery Method on Susceptibility of Aedes aegypti and Aedes albopictus to Chikungunya Virus,10.1603/033.046.0228,Aedes albopictus,,United States,Chikungunya virus,strain LR2006-OPY1,,,,
615,"""Ortiz, DI; Kang, WL; Weaver, SC""","Susceptibility of Ae. aegypti (Diptera: Culicidae) to Infection with Epidemic (Subtype IC) and Enzootic (Subtypes ID, IIIC, IIID) Venezuelan Equine Encephalitis Complex Alphaviruses",10.1603/0022-2585(2008)45[1117:SOAADC]2.0.CO;2,Aedes aegypti,,United States,Venezuelan equine encephalitis virus,66637,,,,
616,"""Ortiz, DI; Kang, WL; Weaver, SC""","Susceptibility of Ae. aegypti (Diptera: Culicidae) to Infection with Epidemic (Subtype IC) and Enzootic (Subtypes ID, IIIC, IIID) Venezuelan Equine Encephalitis Complex Alphaviruses",10.1603/0022-2585(2008)45[1117:SOAADC]2.0.CO;2,Aedes aegypti,,United States,Venezuelan equine encephalitis virus,SH3,,,,
617,"""Ortiz, DI; Kang, WL; Weaver, SC""","Susceptibility of Ae. aegypti (Diptera: Culicidae) to Infection with Epidemic (Subtype IC) and Enzootic (Subtypes ID, IIIC, IIID) Venezuelan Equine Encephalitis Complex Alphaviruses",10.1603/0022-2585(2008)45[1117:SOAADC]2.0.CO;2,Aedes aegypti,,United States,Venezuelan equine encephalitis virus,3908,,,,
618,"""Reisen, WK; Barker, CM; Fang, Y; Martinez, VM""",Does Variation in Culex (Diptera: Culicidae) Vector Competence Enable Outbreaks of West Nile Virus in California?,10.1603/0022-2585(2008)45[1126:DVICDC]2.0.CO;2,Culex tarsalis,,United States,West Nile virus,strain 35211 AAF 9/23/99,,,,
620,"""Reisen, WK; Barker, CM; Fang, Y; Martinez, VM""",Does Variation in Culex (Diptera: Culicidae) Vector Competence Enable Outbreaks of West Nile Virus in California?,10.1603/0022-2585(2008)45[1126:DVICDC]2.0.CO;2,Culex pipiens,pipiens,United States,West Nile virus,strain 35211 AAF 9/23/99,,,,
619,"""Reisen, WK; Barker, CM; Fang, Y; Martinez, VM""",Does Variation in Culex (Diptera: Culicidae) Vector Competence Enable Outbreaks of West Nile Virus in California?,10.1603/0022-2585(2008)45[1126:DVICDC]2.0.CO;2,Culex tarsalis,,United States,Saint Louis encephalitis virus,Kern217,,,,
621,"""Reisen, WK; Barker, CM; Fang, Y; Martinez, VM""",Does Variation in Culex (Diptera: Culicidae) Vector Competence Enable Outbreaks of West Nile Virus in California?,10.1603/0022-2585(2008)45[1126:DVICDC]2.0.CO;2,Culex pipiens,pipiens,United States,Saint Louis encephalitis virus,Kern217,,,,
622,"""Reisen, WK; Barker, CM; Fang, Y; Martinez, VM""",Does Variation in Culex (Diptera: Culicidae) Vector Competence Enable Outbreaks of West Nile Virus in California?,10.1603/0022-2585(2008)45[1126:DVICDC]2.0.CO;2,Culex quinquefasciatus,,United States,West Nile virus,strain 35211 AAF 9/23/99,,,,
623,"""Reisen, WK; Barker, CM; Fang, Y; Martinez, VM""",Does Variation in Culex (Diptera: Culicidae) Vector Competence Enable Outbreaks of West Nile Virus in California?,10.1603/0022-2585(2008)45[1126:DVICDC]2.0.CO;2,Culex quinquefasciatus,,United States,Saint Louis encephalitis virus,Kern217,,,,
624,"""Reisen, WK; Barker, CM; Fang, Y; Martinez, VM""",Does Variation in Culex (Diptera: Culicidae) Vector Competence Enable Outbreaks of West Nile Virus in California?,10.1603/0022-2585(2008)45[1126:DVICDC]2.0.CO;2,Culex stigmatosoma,,United States,West Nile virus,strain 35211 AAF 9/23/99,,,,
625,"""Reisen, WK; Barker, CM; Fang, Y; Martinez, VM""",Does Variation in Culex (Diptera: Culicidae) Vector Competence Enable Outbreaks of West Nile Virus in California?,10.1603/0022-2585(2008)45[1126:DVICDC]2.0.CO;2,Culex stigmatosoma,,United States,Saint Louis encephalitis virus,Kern217,,,,
626,"""Bevins, SN""","Invasive mosquitoes, larval competition, and indirect effects on the vector competence of native mosquito species (Diptera : Culicidae)",10.1007/s10530-007-9188-8,Ochlerotatus triseriatus,,United States,La Crosse virus,,,,,
627,"""Bevins, SN""","Invasive mosquitoes, larval competition, and indirect effects on the vector competence of native mosquito species (Diptera : Culicidae)",10.1007/s10530-007-9188-8,Aedes albopictus,,United States,La Crosse virus,,,,,
635,"""Kilpatrick, AM; Meola, MA; Moudy, RM; Kramer, LD""","Temperature, viral genetics, and the transmission of West Nile virus by Culex pipiens mosquitoes",10.1371/journal.ppat.1000092,Culex pipiens,pipiens,United States,West Nile virus,NY99-3356,,,,
636,"""Kilpatrick, AM; Meola, MA; Moudy, RM; Kramer, LD""","Temperature, viral genetics, and the transmission of West Nile virus by Culex pipiens mosquitoes",10.1371/journal.ppat.1000092,Culex pipiens,pipiens,United States,West Nile virus,WN02-1956,,,,
637,"""Tiawsirisup, S; Kinley, JR; Tucker, BJ; Evans, RB; Rowley, WA; Platt, KB""",Vector competence of Aedes vexans (Diptera : Culicidae) for West Nile virus and potential as an enzootic vector,10.1603/0022-2585(2008)45[452:VCOAVD]2.0.CO;2,Aedes vexans,,United States,West Nile virus, strain IA02-crow ,,,,
638,"""Tiawsirisup, S; Kinley, JR; Tucker, BJ; Evans, RB; Rowley, WA; Platt, KB""",Vector competence of Aedes vexans (Diptera : Culicidae) for West Nile virus and potential as an enzootic vector,10.1603/0022-2585(2008)45[452:VCOAVD]2.0.CO;2,Culex pipiens,pipiens,United States,West Nile virus, strain IA02-crow ,,,,
641,"""Moncayo, AC; Lanzaro, G; Kang, W; Orozco, A; Ulloa, A; Arredondo-Jimenez, J; Weaver, SC""",Vector competence of eastern and western forms of Psorophora columbiae (Diptera : culicidae) mosquitoes for enzootic and epizootic Venezuelan equine encephalitis virus,10.4269/ajtmh.2008.78.413,Psorophora columbiae,,United States,Venezuelan equine encephalitis virus,Strain 93-42124,,,,
644,"""Moncayo, AC; Lanzaro, G; Kang, W; Orozco, A; Ulloa, A; Arredondo-Jimenez, J; Weaver, SC""",Vector competence of eastern and western forms of Psorophora columbiae (Diptera : culicidae) mosquitoes for enzootic and epizootic Venezuelan equine encephalitis virus,10.4269/ajtmh.2008.78.413,Psorophora columbiae,,United States,Venezuelan equine encephalitis virus,Strain CPA-201,,,,
647,"""Moncayo, AC; Lanzaro, G; Kang, W; Orozco, A; Ulloa, A; Arredondo-Jimenez, J; Weaver, SC""",Vector competence of eastern and western forms of Psorophora columbiae (Diptera : culicidae) mosquitoes for enzootic and epizootic Venezuelan equine encephalitis virus,10.4269/ajtmh.2008.78.413,Psorophora columbiae,,United States,Venezuelan equine encephalitis virus,Strain 96-32863,,,,
650,"""Moncayo, AC; Lanzaro, G; Kang, W; Orozco, A; Ulloa, A; Arredondo-Jimenez, J; Weaver, SC""",Vector competence of eastern and western forms of Psorophora columbiae (Diptera : culicidae) mosquitoes for enzootic and epizootic Venezuelan equine encephalitis virus,10.4269/ajtmh.2008.78.413,Psorophora columbiae,,United States,Venezuelan equine encephalitis virus,Strain 68U201,,,,
653,"""Moncayo, AC; Lanzaro, G; Kang, W; Orozco, A; Ulloa, A; Arredondo-Jimenez, J; Weaver, SC""",Vector competence of eastern and western forms of Psorophora columbiae (Diptera : culicidae) mosquitoes for enzootic and epizootic Venezuelan equine encephalitis virus,10.4269/ajtmh.2008.78.413,Psorophora columbiae,,United States,Venezuelan equine encephalitis virus,Strain 80U76 ,,,,
656,"""Moncayo, AC; Lanzaro, G; Kang, W; Orozco, A; Ulloa, A; Arredondo-Jimenez, J; Weaver, SC""",Vector competence of eastern and western forms of Psorophora columbiae (Diptera : culicidae) mosquitoes for enzootic and epizootic Venezuelan equine encephalitis virus,10.4269/ajtmh.2008.78.413,Psorophora columbiae,,United States,Venezuelan equine encephalitis virus,Strain Mex01-32 ,,,,
660,"""Reiskind, MH; Pesko, K; Westbrook, CJ; Mores, CN""",Susceptibility of Florida mosquitoes to infection with chikungunya virus,10.4269/ajtmh.2008.78.422,Aedes aegypti,,United States,Chikungunya virus,strain LR2006-OPY1,,,,
659,"""Moncayo, AC; Lanzaro, G; Kang, W; Orozco, A; Ulloa, A; Arredondo-Jimenez, J; Weaver, SC""",Vector competence of eastern and western forms of Psorophora columbiae (Diptera : culicidae) mosquitoes for enzootic and epizootic Venezuelan equine encephalitis virus,10.4269/ajtmh.2008.78.413,Psorophora columbiae,,United States,Venezuelan equine encephalitis virus,Strain 69Z1,,,,
661,"""Reiskind, MH; Pesko, K; Westbrook, CJ; Mores, CN""",Susceptibility of Florida mosquitoes to infection with chikungunya virus,10.4269/ajtmh.2008.78.422,Aedes albopictus,,United States,Chikungunya virus,strain LR2006-OPY1,,,,
731,"""Richards, SL; Mores, CN; Lord, CC; Tabachnick, WJ""",Impact of extrinsic incubation temperature and virus exposure on vector competence of Culex pipiens quinquefasciatus say (Diptera : Culicidae) for West Nile virus,10.1089/vbz.2007.0101,Culex quinquefasciatus,,United States,West Nile virus,WN-FL03p2–3,,,,
732,"""Richards, SL; Pesko, K; Alto, BW; Mores, CN""",Reduced infection in mosquitoes exposed to blood meals containing previously frozen flaviviruses,10.1016/j.virusres.2007.06.019,Culex quinquefasciatus,,United States,Saint Louis encephalitis virus,Florida TBH28,,,,
733,"""Richards, SL; Pesko, K; Alto, BW; Mores, CN""",Reduced infection in mosquitoes exposed to blood meals containing previously frozen flaviviruses,10.1016/j.virusres.2007.06.019,Aedes aegypti,,United States,Dengue virus,DENV-2 (16803 strain),DENV-2,,,
737,"""Reisen, WK; Fang, Y; Martinez, VM""",Vector competence of Culiseta incidens and Culex thriambus for West Nile virus,10.2987/8756-971X(2006)22[662:VCOCIA]2.0.CO;2,Culex quinquefasciatus,,United States,West Nile virus, strain 35211 AAF 9/23/99,,,,
736,"""Reisen, WK; Fang, Y; Martinez, VM""",Vector competence of Culiseta incidens and Culex thriambus for West Nile virus,10.2987/8756-971X(2006)22[662:VCOCIA]2.0.CO;2,Culiseta incidens,,United States,West Nile virus, strain 35211 AAF 9/23/99,,,,
738,"""Reisen, WK; Fang, Y; Martinez, VM""",Vector competence of Culiseta incidens and Culex thriambus for West Nile virus,10.2987/8756-971X(2006)22[662:VCOCIA]2.0.CO;2,Culex thriambus,,United States,West Nile virus, strain 35211 AAF 9/23/99,,,,
739,"""Reisen, WK; Fang, Y; Martinez, VM""",Vector competence of Culiseta incidens and Culex thriambus for West Nile virus,10.2987/8756-971X(2006)22[662:VCOCIA]2.0.CO;2,Culex tarsalis,,United States,West Nile virus, strain 35211 AAF 9/23/99,,,,
740,"""Reisen, WK; Fang, Y; Martinez, VM""",Vector competence of Culiseta incidens and Culex thriambus for West Nile virus,10.2987/8756-971X(2006)22[662:VCOCIA]2.0.CO;2,Culex stigmatosoma,,United States,West Nile virus, strain 35211 AAF 9/23/99,,,,
778,"""Coffey, LL; Weaver, SC""",Susceptibility of Ochlerotatus taeniorhynchus and Culex nigripalpus for Everglades virus,10.4269/ajtmh.2005.73.1.0730011,Culex nigripalpus,,United States,Everglades virus,FE-37c,,,,
779,"""Coffey, LL; Weaver, SC""",Susceptibility of Ochlerotatus taeniorhynchus and Culex nigripalpus for Everglades virus,10.4269/ajtmh.2005.73.1.0730011,Culex nigripalpus,,United States,Everglades virus,FE4-71k,,,,
780,"""Reisen, WK; Fang, Y; Martinez, VM""",Avian host and mosquito (Diptera : Culicidae) vector competence determine the efficiency of west nile and St. Louis encephalitis virus transmission,10.1603/0022-2585(2005)042[0367:AHAMDC]2.0.CO;2,Culex tarsalis,,United States,West Nile virus, strain 35211 AAF 9/23/99,,,,
781,"""Reisen, WK; Fang, Y; Martinez, VM""",Avian host and mosquito (Diptera : Culicidae) vector competence determine the efficiency of west nile and St. Louis encephalitis virus transmission,10.1603/0022-2585(2005)042[0367:AHAMDC]2.0.CO;2,Culex tarsalis,,United States,Saint Louis encephalitis virus,Kern217,,,,
